iter	Logloss
143	0.6694561731
144	0.6694016093
145	0.6693312229
146	0.6692716373
147	0.6692226826
148	0.6691631021
149	0.6691232559
150	0.6690708718
151	0.6690135879
152	0.6689442449
153	0.6688642019
154	0.6688083843
155	0.6687501273
156	0.668667981
157	0.6686099595
158	0.6685469805
159	0.6684768367
160	0.6683987466
161	0.668332278
162	0.6682600444
163	0.6681837838
164	0.6681123464
165	0.6680325377
166	0.6679653561
167	0.6679112101
168	0.6678491114
169	0.6677663019
170	0.667701956
171	0.6676220427
172	0.6675556142
173	0.6674961858
174	0.6674449478
175	0.6673811495
176	0.6673343453
177	0.6672509497
178	0.6671857538
179	0.6671236019
180	0.6670425678
181	0.6669873294
182	0.666915191
183	0.666832299
184	0.6667801963
185	0.6667056422
186	0.6666155691
187	0.6665534412
188	0.6664926621
189	0.6664056369
190	0.6663352964
191	0.6662696719
192	0.6661778522
193	0.6660710923
194	0.6659976118
195	0.6659295902
196	0.665857885
197	0.6657966195
198	0.6657080672
199	0.6656105476
200	0.6655454465
201	0.6654590044
202	0.6653929705
203	0.6653345542
204	0.6652784303
205	0.6652020578
206	0.6651090399
207	0.665031502
208	0.6649657276
209	0.6648906544
210	0.6648332569
211	0.6647530671
212	0.6646506936
213	0.6645721671
214	0.6645049791
215	0.6644241196
216	0.6643475718
217	0.6642568543
218	0.6641689656
219	0.6640728215
220	0.6640119104
221	0.6639388312
222	0.6638758273
223	0.6637907323
224	0.6637139895
225	0.6636246139
226	0.6635583753
227	0.6634826076
228	0.6634189711
229	0.6633420256
230	0.663261132
231	0.6631848404
232	0.6631133172
233	0.6630343185
234	0.6629525981
235	0.6628726414
236	0.6627950845
237	0.6627228352
238	0.6626473196
239	0.6625724096
240	0.6624827636
241	0.6624289904
242	0.6623269223
243	0.6622277419
244	0.6621672451
245	0.6620852511
246	0.66200585
247	0.6619481377
248	0.6618826774
249	0.6617873642
250	0.6617017888
251	0.661612044
252	0.6615339077
253	0.661468531
254	0.6613883023
255	0.6613187038
256	0.6612471772
257	0.661170195
258	0.6611188522
259	0.6610241244
260	0.6609447396
261	0.6608779857
262	0.6607838818
263	0.6607252357
264	0.6606319361
265	0.6605648868
266	0.6604997436
267	0.6604208811
268	0.6603452005
269	0.6602704699
270	0.6601954239
271	0.660125651
272	0.6600616294
273	0.6599957559
274	0.6599214612
275	0.6598424034
276	0.6597726602
277	0.6597162861
278	0.6596506208
279	0.6595772433
280	0.6595062937
281	0.6594437075
282	0.6593859845
283	0.6593125669
284	0.6592298717
285	0.6591449279
286	0.6590704509
287	0.6589927342
288	0.6589253501
289	0.6588289163
290	0.6587610803
291	0.6586770508
292	0.6585976094
293	0.6585205688
294	0.658452217
295	0.6583804628
296	0.6583265081
297	0.65824055
298	0.6581737943
299	0.6581022232
300	0.6580494114
301	0.6579817766
302	0.6579104587
303	0.6578347415
304	0.6577596665
305	0.6576786546
306	0.6576094325
307	0.6575459484
308	0.6574655772
309	0.6573952945
310	0.6573448112
311	0.6572661219
312	0.6571955246
313	0.6571298793
314	0.6570571885
315	0.6569891334
316	0.6569210851
317	0.6568476289
318	0.6567819883
319	0.6567109523
320	0.6566379873
321	0.6565569935
322	0.6564699367
323	0.6563969257
324	0.6563106055
325	0.6562447609
326	0.6561738318
327	0.6561137892
328	0.6560251226
329	0.6559571899
330	0.6558991642
331	0.6558155428
332	0.6557462108
333	0.6556821941
334	0.6556117261
335	0.6555426957
336	0.6554740063
337	0.6554271267
338	0.6553493171
339	0.6552930862
340	0.6552024228
341	0.6551338571
342	0.6550740775
343	0.6549944816
344	0.6549170085
345	0.6548517464
346	0.6547852889
347	0.6547126886
348	0.6546576828
349	0.6545958472
350	0.6545173988
351	0.6544588461
352	0.6543842161
353	0.6543254799
354	0.654240818
355	0.654150595
356	0.6540877924
357	0.6540288097
358	0.6539533191
359	0.6538793824
360	0.6538127165
361	0.6537371424
362	0.6536634587
363	0.6535798727
364	0.6535147927
365	0.6534537395
366	0.6533660909
367	0.6532858892
368	0.6532145603
369	0.6531554555
370	0.6531031265
371	0.6530109437
372	0.6529466439
373	0.6528806685
374	0.6528124665
375	0.6527462082
376	0.6527021765
377	0.6526384045
378	0.6525535246
379	0.6524597666
380	0.6523980918
381	0.6523115011
382	0.6522314633
383	0.6521395677
384	0.6520690663
385	0.6520056879
386	0.6519413099
387	0.6518738203
388	0.6518012624
389	0.6517479514
390	0.6516796068
391	0.6516226271
392	0.651561181
393	0.6515018841
394	0.6514157535
395	0.6513599146
396	0.6513198556
397	0.6512563666
398	0.6511757665
399	0.6511093464
400	0.6510609634
401	0.6509938417
402	0.650925325
403	0.6508570844
404	0.6507974744
405	0.6507281988
406	0.6506859908
407	0.6506089247
408	0.6505317348
409	0.6504547511
410	0.6503992592
411	0.6503213099
412	0.6502414491
413	0.6501643781
414	0.6500950676
415	0.6500254913
416	0.6499539444
417	0.6498897522
418	0.6498366885
419	0.649759122
420	0.6496851675
421	0.6496308889
422	0.6495575468
423	0.6495009989
424	0.649439273
425	0.6493598019
426	0.6492743668
427	0.6492200323
428	0.6491288786
429	0.6490588819
430	0.6490009434
431	0.6489250724
432	0.648878725
433	0.6488110548
434	0.6487466609
435	0.6486744534
436	0.6485904038
437	0.6485121124
438	0.6484405549
439	0.6483729277
440	0.6482837628
441	0.6482079408
442	0.648159879
443	0.6480745436
444	0.6480039543
445	0.6479374173
446	0.6478498046
447	0.6477825741
448	0.6477103104
449	0.6476424402
450	0.6475715515
451	0.6475076829
452	0.6474313443
453	0.6473521911
454	0.6472999516
455	0.6472019745
456	0.6471464435
457	0.6470758114
458	0.6469965746
459	0.6469347217
460	0.6468581732
461	0.6467983668
462	0.6467325264
463	0.6466849686
464	0.6466216932
465	0.6465454625
466	0.6464841534
467	0.6464244356
468	0.6463703867
469	0.646322263
470	0.6462483749
471	0.646171697
472	0.6460913627
473	0.6460363397
474	0.6459806247
475	0.645916237
476	0.645849379
477	0.6457781798
478	0.6457014317
479	0.6456372553
480	0.6455654402
481	0.6454993734
482	0.6454391372
483	0.6453736606
484	0.6452994218
485	0.6452441241
486	0.6451856725
487	0.6451259812
488	0.6450416308
489	0.6449664884
490	0.6449074872
491	0.6448500825
492	0.644800618
493	0.6447311305
494	0.6446604818
495	0.6445936881
496	0.6445206213
497	0.6444570338
498	0.6443977426
499	0.6443343974
500	0.6442719738
501	0.6442065825
502	0.6441511748
503	0.6440928398
504	0.6440357452
505	0.6439725214
506	0.6438971778
507	0.6438278544
508	0.6437434683
509	0.6436637499
510	0.6435981572
511	0.6435233164
512	0.6434826893
513	0.643415993
514	0.6433527653
515	0.6432915957
516	0.6432171213
517	0.6431639508
518	0.6431080069
519	0.6430402964
520	0.6429551609
521	0.6429118406
522	0.6428325109
523	0.6427747653
524	0.642708383
525	0.6426517239
526	0.6425748436
527	0.6425059982
528	0.6424558989
529	0.6423974372
530	0.6423401945
531	0.6422787078
532	0.6422202813
533	0.642148036
534	0.6420689693
535	0.6420228731
536	0.6419631188
537	0.64188616
538	0.6418145695
539	0.6417592118
540	0.6417030537
541	0.6416304882
542	0.6415612011
543	0.641507205
544	0.6414410935
545	0.6413847669
546	0.6413448685
547	0.6412744095
548	0.6411864391
549	0.6411216494
550	0.6410684868
551	0.6410019396
552	0.6409600621
553	0.6408930461
554	0.640823301
555	0.6407776393
556	0.6407013548
557	0.6406462461
558	0.6405884695
559	0.6405146629
560	0.6404533965
561	0.6403794107
562	0.640328032
563	0.6402762245
564	0.6402115015
565	0.6401402279
566	0.6400774957
567	0.6400060111
568	0.639958487
569	0.6398910402
570	0.6398388197
571	0.6397581413
572	0.6396773025
573	0.6396033798
574	0.6395355298
575	0.6394932096
576	0.6394215778
577	0.6393673141
578	0.6393170219
579	0.6392497417
580	0.6391787531
581	0.6391161769
582	0.6390486739
583	0.6389823868
584	0.6389175321
585	0.6388570615
586	0.6387891239
587	0.6387485386
588	0.6386855068
589	0.6386315708
590	0.6385604503
591	0.6384770424
592	0.6384012155
593	0.6383440046
594	0.6382942173
595	0.6382170595
596	0.6381548704
597	0.6380851245
598	0.6380098776
599	0.6379584519
600	0.6379037791
601	0.6378478843
602	0.6377735893
603	0.6377224642
604	0.6376806828
605	0.6376230273
606	0.6375558163
607	0.6374947232
608	0.6374335542
609	0.6373723436
610	0.637302345
611	0.6372451305
612	0.6372062918
613	0.6371354415
614	0.6370771468
615	0.6370115209
616	0.6369348367
617	0.6368463081
618	0.6367818898
619	0.6367244269
620	0.6366629368
621	0.6365875622
622	0.6365195107
623	0.6364503868
624	0.6363906252
625	0.6362952305
626	0.6362359017
627	0.6361833585
628	0.6361402261
629	0.6360693984
630	0.6360028604
631	0.635938163
632	0.6358921306
633	0.6358386806
634	0.6357719648
635	0.6357062696
636	0.6356514446
637	0.6355822732
638	0.6355324813
639	0.6354578055
640	0.6353940309
641	0.6353365627
642	0.6352845112
643	0.6352213579
644	0.6351534453
645	0.635092318
646	0.635022682
647	0.6349516628
648	0.634897498
649	0.6348454189
650	0.6347593033
651	0.6346894363
652	0.6346211746
653	0.6345500753
654	0.634467519
655	0.6344122795
656	0.6343570033
657	0.6342799415
658	0.6342289946
659	0.6341696786
660	0.6341122939
661	0.6340542499
662	0.6339946777
663	0.6339333621
664	0.6338741369
665	0.6338168356
666	0.6337415174
667	0.6336861592
668	0.6336352114
669	0.6335595325
670	0.6334904305
671	0.6334401081
672	0.6333865181
673	0.6333151456
674	0.6332370895
675	0.6331691851
676	0.6331206275
677	0.6330669782
678	0.6329996986
679	0.6329490446
680	0.6328867852
681	0.6328325079
682	0.6327865029
683	0.6327277853
684	0.6326583121
685	0.6325965075
686	0.6325401507
687	0.6324576285
688	0.6324005482
689	0.6323447393
690	0.6322755487
691	0.6322114271
692	0.6321401203
693	0.6320787906
694	0.6320109981
695	0.6319336943
696	0.6318730342
697	0.63182096
698	0.6317399709
699	0.631672355
700	0.6316091139
701	0.6315508182
702	0.6314828752
703	0.6314155468
704	0.6313555996
705	0.6313000791
706	0.631251814
707	0.6311756856
708	0.6310922956
709	0.6310140358
710	0.630951081
711	0.6309048946
712	0.6308351123
713	0.6307809553
714	0.6307123339
715	0.63064622
716	0.6305928211
717	0.6305427944
718	0.6304894818
719	0.6304300012
720	0.6303564536
721	0.6302909949
722	0.6302225703
723	0.6301658546
724	0.6301163073
725	0.6300554715
726	0.6299869973
727	0.6299238919
728	0.6298623974
729	0.6298020127
730	0.6297492498
731	0.6296922064
732	0.6296205238
733	0.6295558788
734	0.629480027
735	0.6294398422
736	0.6293801533
737	0.6293204154
738	0.6292617934
739	0.6292028963
740	0.6291342819
741	0.6290662594
742	0.6290127991
743	0.6289524497
744	0.6289022625
745	0.6288434105
746	0.628772472
747	0.6287140998
748	0.6286579505
749	0.6285819706
750	0.6285075906
751	0.6284704711
752	0.6284236006
753	0.6283774267
754	0.628318249
755	0.6282597638
756	0.6281918989
757	0.6281291605
758	0.6280585965
759	0.6279909807
760	0.6279368812
761	0.6278879138
762	0.6278273324
763	0.62777099
764	0.6277032559
765	0.6276320068
766	0.6275853755
767	0.6275078108
768	0.6274388895
769	0.6273868421
770	0.627334347
771	0.6272574773
772	0.6272005062
773	0.6271519725
774	0.6270775262
775	0.6270199568
776	0.6269432707
777	0.6268871967
778	0.6268262016
779	0.626773918
780	0.6267130508
781	0.6266494324
782	0.6265963555
783	0.6265443943
784	0.6264694929
785	0.6264101815
786	0.6263639579
787	0.6262748747
788	0.6262149671
789	0.6261535829
790	0.6260849586
791	0.6260411873
792	0.6259809085
793	0.6259207861
794	0.6258731758
795	0.6258083884
796	0.6257427864
797	0.6256954932
798	0.6256151295
799	0.6255579691
800	0.6254878366
801	0.6254342825
802	0.6253783778
803	0.6253255857
804	0.6252857051
805	0.6252204654
806	0.6251481557
807	0.6250893544
808	0.6250294253
809	0.6249734154
810	0.6249002896
811	0.6248386835
812	0.6247621803
813	0.624716669
814	0.6246435803
815	0.6245867237
816	0.6245347644
817	0.6244429293
818	0.6243947052
819	0.6243267588
820	0.6242522127
821	0.6242095129
822	0.6241431961
823	0.6240824494
824	0.6240243011
825	0.6239758667
826	0.6239215491
827	0.6238662152
828	0.6238115669
829	0.6237583749
830	0.6236952134
831	0.6236411521
832	0.6235862886
833	0.6235072384
834	0.6234433508
835	0.6233765876
836	0.6232850714
837	0.6232199092
838	0.6231600069
839	0.6230958763
840	0.6230375942
841	0.6229924074
842	0.6229422751
843	0.6228821306
844	0.6228351977
845	0.6227596095
846	0.6227033414
847	0.6226645893
848	0.6226071214
849	0.6225581825
850	0.622488128
851	0.6224421013
852	0.6223947126
853	0.6223442377
854	0.6222893209
855	0.6222351612
856	0.6221791683
857	0.622125844
858	0.6220832681
859	0.6220025519
860	0.6219362642
861	0.6218886201
862	0.6218284232
863	0.6217717622
864	0.6216894636
865	0.6216388849
866	0.6215842057
867	0.6215181236
868	0.6214650847
869	0.6214018431
870	0.6213529263
871	0.6212921193
872	0.6212275099
873	0.6211739691
874	0.6211092949
875	0.621069311
876	0.6209968478
877	0.6209470279
878	0.6208803837
879	0.6208202546
880	0.6207724472
881	0.6207076167
882	0.6206646493
883	0.6206023694
884	0.6205514302
885	0.6204874237
886	0.6204329696
887	0.6203696107
888	0.6203088825
889	0.6202596974
890	0.6201860211
891	0.6201272846
892	0.6200709481
893	0.6200050878
894	0.6199460032
895	0.6198932405
896	0.6198437106
897	0.6197764445
898	0.6197229946
899	0.6196470634
900	0.6196055952
901	0.6195524391
902	0.6194918861
903	0.6194208809
904	0.6193451218
905	0.6193009406
906	0.6192535856
907	0.6191871598
908	0.6191350526
909	0.6190927707
910	0.6190224102
911	0.6189783966
912	0.6189289463
913	0.6188770863
914	0.6187973316
915	0.6187310791
916	0.618668407
917	0.6186061752
918	0.6185558263
919	0.6185009738
920	0.618445462
921	0.6183825568
922	0.6183507143
923	0.6183034766
924	0.6182293945
925	0.618184663
926	0.6181290155
927	0.6180766626
928	0.6180177148
929	0.617967813
930	0.6179314293
931	0.6178743537
932	0.6178189375
933	0.617768239
934	0.6176942449
935	0.6176245267
936	0.61757385
937	0.617504653
938	0.6174561845
939	0.6173916863
940	0.6173360058
941	0.617276627
942	0.61721409
943	0.6171695635
944	0.6171136747
945	0.6170809106
946	0.6170292372
947	0.6169867419
948	0.6169353539
949	0.6168789907
950	0.6168181057
951	0.6167603175
952	0.6167181817
953	0.6166465571
954	0.6165937967
955	0.6165465432
956	0.6164938678
957	0.6164370846
958	0.6163718276
959	0.6163166044
960	0.6162654337
961	0.6161942906
962	0.6161376296
963	0.6160702276
964	0.6160130599
965	0.6159600183
966	0.6159007907
967	0.615853258
968	0.6158116898
969	0.6157480762
970	0.6156815523
971	0.6156332502
972	0.6155930233
973	0.6155334535
974	0.6154868681
975	0.6154505009
976	0.6153767622
977	0.6153141794
978	0.6152768884
979	0.6152215102
980	0.6151816511
981	0.61513508
982	0.6150920486
983	0.6150484283
984	0.6149838318
985	0.6149248706
986	0.6148798163
987	0.614823649
988	0.6147686879
989	0.6147226445
990	0.6146879624
991	0.614634668
992	0.6145818478
993	0.6145228104
994	0.6144670895
995	0.6143925338
996	0.6143576856
997	0.6143079332
998	0.6142464751
999	0.6141915893
